header_id,width,height,filename,folder,scene
00022647,685,1024,ADE_train_00022647.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/arcade,"['indoor', 'cultural', 'arcade']"
00022648,2200,1650,ADE_train_00022648.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/arcade,"['indoor', 'cultural', 'arcade']"
00022649,1024,683,ADE_train_00022649.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/arcade,"['indoor', 'cultural', 'arcade']"
00001549,442,294,ADE_train_00001549.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/archive,"['indoor', 'cultural', 'archive']"
00001550,350,242,ADE_train_00001550.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/archive,"['indoor', 'cultural', 'archive']"
00001551,700,691,ADE_train_00001551.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/archive,"['indoor', 'cultural', 'archive']"
00001552,700,525,ADE_train_00001552.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/archive,"['indoor', 'cultural', 'archive']"
00001553,1024,1024,ADE_train_00001553.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/archive,"['indoor', 'cultural', 'archive']"
00001554,750,469,ADE_train_00001554.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/archive,"['indoor', 'cultural', 'archive']"
00001555,2048,1536,ADE_train_00001555.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/archive,"['indoor', 'cultural', 'archive']"
00001556,500,375,ADE_train_00001556.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/archive,"['indoor', 'cultural', 'archive']"
00001557,480,360,ADE_train_00001557.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/archive,"['indoor', 'cultural', 'archive']"
00001558,550,371,ADE_train_00001558.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/archive,"['indoor', 'cultural', 'archive']"
00001559,410,294,ADE_train_00001559.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/archive,"['indoor', 'cultural', 'archive']"
00001560,528,395,ADE_train_00001560.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/archive,"['indoor', 'cultural', 'archive']"
00001561,588,783,ADE_train_00001561.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/archive,"['indoor', 'cultural', 'archive']"
00001562,300,400,ADE_train_00001562.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/archive,"['indoor', 'cultural', 'archive']"
00001563,500,746,ADE_train_00001563.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/archive,"['indoor', 'cultural', 'archive']"
00001564,500,372,ADE_train_00001564.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/archive,"['indoor', 'cultural', 'archive']"
00001565,640,480,ADE_train_00001565.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/archive,"['indoor', 'cultural', 'archive']"
00001566,321,250,ADE_train_00001566.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/archive,"['indoor', 'cultural', 'archive']"
00001567,817,612,ADE_train_00001567.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/archive,"['indoor', 'cultural', 'archive']"
00001568,340,228,ADE_train_00001568.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/archive,"['indoor', 'cultural', 'archive']"
00001569,2200,1463,ADE_train_00001569.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/archive,"['indoor', 'cultural', 'archive']"
00001570,2008,1529,ADE_train_00001570.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/archive,"['indoor', 'cultural', 'archive']"
00001571,360,274,ADE_train_00001571.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/archive,"['indoor', 'cultural', 'archive']"
00001572,1003,667,ADE_train_00001572.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/archive,"['indoor', 'cultural', 'archive']"
00020236,620,360,ADE_train_00020236.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/archive,"['indoor', 'cultural', 'archive']"
00020237,658,450,ADE_train_00020237.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/archive,"['indoor', 'cultural', 'archive']"
00020238,1353,1146,ADE_train_00020238.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/archive,"['indoor', 'cultural', 'archive']"
00022662,1024,833,ADE_train_00022662.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/archive,"['indoor', 'cultural', 'archive']"
00022663,720,681,ADE_train_00022663.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/archive,"['indoor', 'cultural', 'archive']"
00001591,428,288,ADE_train_00001591.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/armory,"['indoor', 'cultural', 'armory']"
00001592,526,452,ADE_train_00001592.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/armory,"['indoor', 'cultural', 'armory']"
00001593,400,300,ADE_train_00001593.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/armory,"['indoor', 'cultural', 'armory']"
00000003,2048,1536,ADE_train_00000003.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001633,1024,768,ADE_train_00001633.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001634,500,333,ADE_train_00001634.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001635,2048,1536,ADE_train_00001635.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001636,300,300,ADE_train_00001636.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001637,320,213,ADE_train_00001637.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001638,480,320,ADE_train_00001638.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001639,207,264,ADE_train_00001639.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001640,2200,1650,ADE_train_00001640.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001641,320,240,ADE_train_00001641.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001642,351,240,ADE_train_00001642.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001643,1100,1100,ADE_train_00001643.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001644,960,992,ADE_train_00001644.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001645,662,491,ADE_train_00001645.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001646,2200,1650,ADE_train_00001646.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001647,1989,993,ADE_train_00001647.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001648,638,491,ADE_train_00001648.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001649,1248,832,ADE_train_00001649.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001650,906,1362,ADE_train_00001650.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001651,2200,1467,ADE_train_00001651.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001652,2200,1467,ADE_train_00001652.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001653,300,225,ADE_train_00001653.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001654,612,400,ADE_train_00001654.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001655,750,1135,ADE_train_00001655.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001656,1600,1200,ADE_train_00001656.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001657,560,360,ADE_train_00001657.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001658,342,256,ADE_train_00001658.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001659,530,355,ADE_train_00001659.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001660,2200,1452,ADE_train_00001660.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001661,800,1061,ADE_train_00001661.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001662,379,219,ADE_train_00001662.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001663,275,206,ADE_train_00001663.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001664,218,325,ADE_train_00001664.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001665,1024,768,ADE_train_00001665.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001666,340,255,ADE_train_00001666.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001667,500,290,ADE_train_00001667.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001668,1181,785,ADE_train_00001668.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001669,340,210,ADE_train_00001669.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001670,300,225,ADE_train_00001670.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001671,1800,1197,ADE_train_00001671.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001672,1857,1389,ADE_train_00001672.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001673,350,233,ADE_train_00001673.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001674,1504,1000,ADE_train_00001674.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001675,540,405,ADE_train_00001675.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001676,480,360,ADE_train_00001676.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001677,330,248,ADE_train_00001677.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001678,1642,1152,ADE_train_00001678.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001679,2000,1312,ADE_train_00001679.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001680,367,300,ADE_train_00001680.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001681,500,376,ADE_train_00001681.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001682,212,250,ADE_train_00001682.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001683,250,188,ADE_train_00001683.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001684,368,500,ADE_train_00001684.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001685,349,231,ADE_train_00001685.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001686,1195,800,ADE_train_00001686.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001687,1772,1373,ADE_train_00001687.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001688,2200,1476,ADE_train_00001688.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001689,300,300,ADE_train_00001689.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001690,593,400,ADE_train_00001690.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001691,367,240,ADE_train_00001691.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001692,2200,1467,ADE_train_00001692.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001693,1600,1200,ADE_train_00001693.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001694,1512,1020,ADE_train_00001694.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001695,1600,1071,ADE_train_00001695.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001696,2200,1650,ADE_train_00001696.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001697,2200,1650,ADE_train_00001697.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001698,520,345,ADE_train_00001698.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001699,450,319,ADE_train_00001699.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001700,2048,1536,ADE_train_00001700.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00022676,2200,1467,ADE_train_00022676.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00022677,1024,682,ADE_train_00022677.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00022678,1024,683,ADE_train_00022678.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00022679,1024,683,ADE_train_00022679.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00022680,1024,683,ADE_train_00022680.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00022681,1024,681,ADE_train_00022681.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00022682,1310,1195,ADE_train_00022682.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00022683,720,960,ADE_train_00022683.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00022684,1024,794,ADE_train_00022684.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00022685,640,480,ADE_train_00022685.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00022686,1024,681,ADE_train_00022686.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00022687,1000,750,ADE_train_00022687.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00022688,1024,683,ADE_train_00022688.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00022689,1024,683,ADE_train_00022689.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00022690,1024,768,ADE_train_00022690.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00022691,709,1024,ADE_train_00022691.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_gallery,"['indoor', 'cultural', 'art_gallery']"
00001701,449,340,ADE_train_00001701.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_school,"['indoor', 'cultural', 'art_school']"
00001702,2200,1469,ADE_train_00001702.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_school,"['indoor', 'cultural', 'art_school']"
00001703,368,275,ADE_train_00001703.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_school,"['indoor', 'cultural', 'art_school']"
00001704,295,405,ADE_train_00001704.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_school,"['indoor', 'cultural', 'art_school']"
00001705,267,360,ADE_train_00001705.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_school,"['indoor', 'cultural', 'art_school']"
00001706,356,534,ADE_train_00001706.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_school,"['indoor', 'cultural', 'art_school']"
00001707,500,329,ADE_train_00001707.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_school,"['indoor', 'cultural', 'art_school']"
00001708,780,342,ADE_train_00001708.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_school,"['indoor', 'cultural', 'art_school']"
00001709,500,376,ADE_train_00001709.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_school,"['indoor', 'cultural', 'art_school']"
00001710,591,425,ADE_train_00001710.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_school,"['indoor', 'cultural', 'art_school']"
00001711,500,375,ADE_train_00001711.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_school,"['indoor', 'cultural', 'art_school']"
00001712,565,753,ADE_train_00001712.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_school,"['indoor', 'cultural', 'art_school']"
00001713,2200,1650,ADE_train_00001713.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_school,"['indoor', 'cultural', 'art_school']"
00022692,678,1024,ADE_train_00022692.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_school,"['indoor', 'cultural', 'art_school']"
00022693,996,1024,ADE_train_00022693.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_school,"['indoor', 'cultural', 'art_school']"
00022694,2200,1944,ADE_train_00022694.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_school,"['indoor', 'cultural', 'art_school']"
00000015,1500,998,ADE_frame_00000015.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_studio,"['indoor', 'cultural', 'art_studio']"
00000016,920,613,ADE_frame_00000016.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_studio,"['indoor', 'cultural', 'art_studio']"
00001714,422,278,ADE_train_00001714.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_studio,"['indoor', 'cultural', 'art_studio']"
00001715,454,437,ADE_train_00001715.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_studio,"['indoor', 'cultural', 'art_studio']"
00001716,500,374,ADE_train_00001716.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_studio,"['indoor', 'cultural', 'art_studio']"
00001717,300,225,ADE_train_00001717.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_studio,"['indoor', 'cultural', 'art_studio']"
00001718,350,276,ADE_train_00001718.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_studio,"['indoor', 'cultural', 'art_studio']"
00001719,204,272,ADE_train_00001719.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_studio,"['indoor', 'cultural', 'art_studio']"
00001720,308,231,ADE_train_00001720.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_studio,"['indoor', 'cultural', 'art_studio']"
00001721,411,248,ADE_train_00001721.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_studio,"['indoor', 'cultural', 'art_studio']"
00001722,750,379,ADE_train_00001722.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_studio,"['indoor', 'cultural', 'art_studio']"
00001723,238,352,ADE_train_00001723.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_studio,"['indoor', 'cultural', 'art_studio']"
00001724,650,492,ADE_train_00001724.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_studio,"['indoor', 'cultural', 'art_studio']"
00001725,500,375,ADE_train_00001725.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_studio,"['indoor', 'cultural', 'art_studio']"
00001726,249,333,ADE_train_00001726.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_studio,"['indoor', 'cultural', 'art_studio']"
00001727,300,200,ADE_train_00001727.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_studio,"['indoor', 'cultural', 'art_studio']"
00001728,320,205,ADE_train_00001728.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_studio,"['indoor', 'cultural', 'art_studio']"
00001729,400,300,ADE_train_00001729.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_studio,"['indoor', 'cultural', 'art_studio']"
00001730,260,256,ADE_train_00001730.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_studio,"['indoor', 'cultural', 'art_studio']"
00001731,300,201,ADE_train_00001731.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_studio,"['indoor', 'cultural', 'art_studio']"
00001732,638,708,ADE_train_00001732.jpg,ADE20K_2021_17_01/images/ADE/training/cultural/art_studio,"['indoor', 'cultural', 'art_studio']"
